"","simveg","year","incomelevel"
"230",98.0759931019069,"94-98","mean"
"231",102.447290278772,"94-98","mean"
"232",76.1398794704574,"94-98","mean"
"233",107.620587272536,"94-98","mean"
"234",104.37155432629,"94-98","mean"
"235",93.2301895598325,"94-98","mean"
"236",85.8460536201971,"94-98","mean"
"237",99.757434163118,"94-98","mean"
"238",114.261066636045,"94-98","mean"
"239",109.355982259633,"94-98","mean"
"240",113.180117724539,"94-98","mean"
"241",88.4363555077976,"94-98","mean"
"242",74.6052672445516,"94-98","mean"
"243",105.293309963781,"94-98","mean"
"244",72.9778110242322,"94-98","mean"
"245",121.510305712075,"94-98","mean"
"246",100.788990602648,"94-98","mean"
"247",129.828771160589,"94-98","mean"
"248",78.9219773211955,"94-98","mean"
"249",111.722646381876,"94-98","mean"
"250",97.1511087632275,"94-98","mean"
"251",106.96380873796,"94-98","mean"
"252",114.731693764565,"94-98","mean"
"253",100.834632615537,"94-98","mean"
"254",122.731874236161,"94-98","mean"
"255",102.271588940291,"94-98","mean"
"256",127.780950610507,"94-98","mean"
"257",138.52474954413,"94-98","mean"
"258",104.202172840611,"94-98","mean"
"259",117.624917245064,"94-98","mean"
"260",102.462559650039,"94-98","mean"
"261",100.8102868903,"94-98","mean"
"262",142.860380651741,"94-98","mean"
"263",102.910100357141,"94-98","mean"
"264",92.4346415271248,"94-98","mean"
"265",104.24957716175,"94-98","mean"
"266",134.420357002004,"94-98","mean"
"267",102.539597173282,"94-98","mean"
"268",123.966131761915,"94-98","mean"
"269",87.1470926259614,"94-98","mean"
"270",157.114851634244,"94-98","mean"
"271",106.019990884608,"94-98","mean"
"272",145.84095431371,"94-98","mean"
"273",129.781077574582,"94-98","mean"
"274",89.8808130998876,"94-98","mean"
"275",99.4687771483722,"94-98","mean"
"276",142.612390504088,"94-98","mean"
"277",99.2510297017966,"94-98","mean"
"278",95.2746626444126,"94-98","mean"
"279",128.814485810812,"94-98","mean"
"280",127.10936510873,"94-98","mean"
"281",111.883183744436,"94-98","mean"
"282",141.702164608951,"94-98","mean"
"283",132.788339499029,"94-98","mean"
"284",111.492300483587,"94-98","mean"
"285",93.3028999719099,"94-98","mean"
"286",113.786091334001,"94-98","mean"
"287",144.386374937829,"94-98","mean"
"288",130.498656183778,"94-98","mean"
"289",108.395397674508,"94-98","mean"
"290",110.588655748375,"94-98","mean"
"291",106.76266370773,"94-98","mean"
"292",123.137297457128,"94-98","mean"
"293",101.210817188811,"94-98","mean"
"294",92.8189888796351,"94-98","mean"
"295",93.7972779383485,"94-98","mean"
"296",105.468156051491,"94-98","mean"
"297",100.534697378242,"94-98","mean"
"298",122.768228135094,"94-98","mean"
"299",107.422224047527,"94-98","mean"
"300",83.331551303099,"94-98","mean"
"301",93.3967446509372,"94-98","mean"
"302",92.1661792669366,"94-98","mean"
"303",119.889876704694,"94-98","mean"
"304",125.760913070705,"94-98","mean"
"305",112.855740021746,"94-98","mean"
"306",97.5297097006897,"94-98","mean"
"307",132.094016524832,"94-98","mean"
"308",78.1227268387295,"94-98","mean"
"309",121.318636857667,"94-98","mean"
"310",106.176304528892,"94-98","mean"
"311",84.9200979796461,"94-98","mean"
"312",99.9534912740154,"94-98","mean"
"313",101.432985745968,"94-98","mean"
"314",94.9405231333069,"94-98","mean"
"315",93.4944178003015,"94-98","mean"
"316",115.206950498396,"94-98","mean"
"317",136.938708478906,"94-98","mean"
"318",104.755748862669,"94-98","mean"
"319",129.89744129373,"94-98","mean"
"320",104.653789660726,"94-98","mean"
"321",89.3183530498154,"94-98","mean"
"322",105.377605939621,"94-98","mean"
"323",115.124441533451,"94-98","mean"
"324",94.8450598260071,"94-98","mean"
"325",120.968340419504,"94-98","mean"
"326",111.202770522387,"94-98","mean"
"327",125.577810486085,"94-98","mean"
"328",106.714556853141,"94-98","mean"
"329",105.061629634111,"94-98","mean"
"330",119.754216216317,"94-98","mean"
"331",102.673269633857,"94-98","mean"
"332",95.273179212822,"94-98","mean"
"333",104.191627819657,"94-98","mean"
"334",107.874954070249,"94-98","mean"
"335",104.824568747898,"94-98","mean"
"336",73.3679255697205,"94-98","mean"
"337",104.841077418888,"94-98","mean"
"338",99.2908496475186,"94-98","mean"
"339",103.821421050801,"94-98","mean"
"340",118.929244792879,"94-98","mean"
"341",94.1890023415454,"94-98","mean"
"342",124.558510512698,"94-98","mean"
"343",117.523474982146,"94-98","mean"
"344",116.073901825598,"94-98","mean"
"345",95.7237596258073,"94-98","mean"
"346",102.787021765791,"94-98","mean"
"347",113.158321661907,"94-98","mean"
"348",80.2192946445156,"94-98","mean"
"349",121.384562574538,"94-98","mean"
"350",113.557861764001,"94-98","mean"
"351",108.569327951259,"94-98","mean"
"352",123.094837496991,"94-98","mean"
"353",93.110733490724,"94-98","mean"
"354",165.677413211584,"94-98","mean"
"355",134.35237023505,"94-98","mean"
"356",91.0135030055917,"94-98","mean"
"357",114.375576247258,"94-98","mean"
"358",117.029192537209,"94-98","mean"
"359",105.945557677426,"94-98","mean"
"360",113.0144625395,"94-98","mean"
"361",95.7804056593283,"94-98","mean"
"362",116.746222789181,"94-98","mean"
"363",122.936224251602,"94-98","mean"
"364",96.9800025807618,"94-98","mean"
"365",155.979725753162,"94-98","mean"
"366",114.34371335407,"94-98","mean"
"367",114.0026395084,"94-98","mean"
"368",117.288872267652,"94-98","mean"
"369",83.3154312490533,"94-98","mean"
"370",122.249372461796,"94-98","mean"
"371",95.693592150346,"94-98","mean"
"372",124.918109572654,"94-98","mean"
"373",95.292865095341,"94-98","mean"
"374",122.163165718859,"94-98","mean"
"375",128.347944072687,"94-98","mean"
"376",100.536298385144,"94-98","mean"
"377",122.744009655036,"94-98","mean"
"378",139.525945781688,"94-98","mean"
"379",144.736198998738,"94-98","mean"
"380",113.338654576861,"94-98","mean"
"381",107.875909715991,"94-98","mean"
"382",97.6721343664721,"94-98","mean"
"383",122.391124290034,"94-98","mean"
"384",125.888351639853,"94-98","mean"
"385",100.407645184635,"94-98","mean"
"386",101.965664975614,"94-98","mean"
"387",93.6684045918242,"94-98","mean"
"388",107.316098828184,"94-98","mean"
"389",141.778285386756,"94-98","mean"
"390",125.673344619755,"94-98","mean"
"391",91.7283448945577,"94-98","mean"
"392",125.607048812143,"94-98","mean"
"393",137.623453151711,"94-98","mean"
"394",100.10268582453,"94-98","mean"
"395",108.005772549071,"94-98","mean"
"396",134.65485660283,"94-98","mean"
"397",114.072065217708,"94-98","mean"
"398",129.85488475923,"94-98","mean"
"399",125.50661682326,"94-98","mean"
"400",107.619685334313,"94-98","mean"
"401",105.970310014046,"94-98","mean"
"402",118.368439574824,"94-98","mean"
"403",115.440573756339,"94-98","mean"
"404",104.366166058134,"94-98","mean"
"405",90.4884260853883,"94-98","mean"
"406",88.9980363595494,"94-98","mean"
"407",103.575021926283,"94-98","mean"
"408",105.202505329014,"94-98","mean"
"409",112.326081887303,"94-98","mean"
"410",102.01890547975,"94-98","mean"
"411",90.1271073922754,"94-98","mean"
"412",105.671356933518,"94-98","mean"
"413",114.633069430166,"94-98","mean"
"414",119.996273995315,"94-98","mean"
"415",137.887228188208,"94-98","mean"
"416",98.9318865336611,"94-98","mean"
"417",95.9284486144267,"94-98","mean"
"418",96.5310928022004,"94-98","mean"
"419",107.675196182182,"94-98","mean"
"420",104.909856607481,"94-98","mean"
"421",95.4714565022521,"94-98","mean"
"422",106.596817752608,"94-98","mean"
"423",125.513202865657,"94-98","mean"
"424",85.3160302928197,"94-98","mean"
"425",83.5499032032911,"94-98","mean"
"426",103.120659325514,"94-98","mean"
"427",91.3814956456168,"94-98","mean"
"428",118.738152001202,"94-98","mean"
"429",132.66667911791,"94-98","mean"
"430",66.1067073590613,"94-98","mean"
"431",82.6352351075654,"94-98","mean"
"432",140.927776289804,"94-98","mean"
"433",133.927338733712,"94-98","mean"
"434",107.235873772839,"94-98","mean"
"435",59.7323826147134,"94-98","mean"
"436",103.935649402875,"94-98","mean"
"437",116.644987707795,"94-98","mean"
"438",99.8252476290754,"94-98","mean"
"439",138.590418669046,"94-98","mean"
"440",124.547354418578,"94-98","mean"
"441",78.7086041553101,"94-98","mean"
"442",126.63894399323,"94-98","mean"
"443",121.04155641563,"94-98","mean"
"444",121.970282536679,"94-98","mean"
"445",97.3697222630163,"94-98","mean"
"446",81.7409490881884,"94-98","mean"
"447",91.0713622528189,"94-98","mean"
"448",107.333512696304,"94-98","mean"
"449",109.966744462452,"94-98","mean"
"450",130.106970652731,"94-98","mean"
"451",97.2913975258362,"94-98","mean"
"452",94.6642129225053,"94-98","mean"
"453",113.785017854717,"94-98","mean"
"454",107.429519382168,"94-98","mean"
"455",89.7624855014673,"94-98","mean"
"456",107.442688127556,"94-98","mean"
"457",83.2331002803226,"94-98","mean"
"458",103.975360569271,"94-98","mean"
"459",132.418014395593,"94-98","mean"
"460",95.6661266661768,"94-98","mean"
"461",99.2731697945288,"94-98","mean"
"462",123.806910253208,"94-98","mean"
"463",90.3460020310649,"94-98","mean"
"464",100.814434392597,"94-98","mean"
"465",130.21036612981,"94-98","mean"
"466",87.9815169753692,"94-98","mean"
"467",90.1890020117227,"94-98","mean"
"468",144.808227690572,"94-98","mean"
"469",109.951399780539,"94-98","mean"
"470",108.695736188242,"94-98","mean"
"471",117.304777852729,"94-98","mean"
"472",107.683557115406,"94-98","mean"
"473",96.2832221031421,"94-98","mean"
"474",86.9620931977475,"94-98","mean"
"475",114.233898123621,"94-98","mean"
"476",110.36092177862,"94-98","mean"
"477",119.636373619488,"94-98","mean"
"478",99.7698442082346,"94-98","mean"
"479",86.523588882062,"94-98","mean"
"480",101.901213317357,"94-98","mean"
"481",97.879337338156,"94-98","mean"
"482",104.367559767843,"94-98","mean"
"483",125.32480097586,"94-98","mean"
"484",108.310773539475,"94-98","mean"
"485",131.9521097284,"94-98","mean"
"486",116.947723660635,"94-98","mean"
"487",87.8969058829311,"94-98","mean"
"488",95.2031490098205,"94-98","mean"
"489",86.2339881386921,"94-98","mean"
"490",89.9010218633349,"94-98","mean"
"491",121.207252682473,"94-98","mean"
"492",116.316188034584,"94-98","mean"
"493",128.529209667813,"94-98","mean"
"494",98.9241817918027,"94-98","mean"
"495",114.046531277584,"94-98","mean"
"496",80.6798743098448,"94-98","mean"
"497",98.295248068985,"94-98","mean"
"498",112.683794821493,"94-98","mean"
"499",92.4773114677583,"94-98","mean"
"500",98.1161251902573,"94-98","mean"
"501",69.9266803858835,"03-04","mean"
"502",128.228699304683,"03-04","mean"
"503",124.298228089449,"03-04","mean"
"504",130.544272977179,"03-04","mean"
"505",139.758290718869,"03-04","mean"
"506",77.2180895997348,"03-04","mean"
"507",143.204948488284,"03-04","mean"
"508",108.097988385611,"03-04","mean"
"509",115.610293422963,"03-04","mean"
"510",162.916679294599,"03-04","mean"
"511",130.793133334539,"03-04","mean"
"512",113.74819648624,"03-04","mean"
"513",112.209385255359,"03-04","mean"
"514",110.806600189807,"03-04","mean"
"515",106.463952466855,"03-04","mean"
"516",107.202401841527,"03-04","mean"
"517",108.840524094371,"03-04","mean"
"518",90.0145265362099,"03-04","mean"
"519",112.237486539587,"03-04","mean"
"520",96.2997409200251,"03-04","mean"
"521",67.3284130464926,"03-04","mean"
"522",108.905873113468,"03-04","mean"
"523",67.4008652912095,"03-04","mean"
"524",143.836591977286,"03-04","mean"
"525",102.752410413869,"03-04","mean"
"526",142.980573996397,"03-04","mean"
"527",108.782973058452,"03-04","mean"
"528",108.590535931467,"03-04","mean"
"529",95.8504459172862,"03-04","mean"
"530",108.896032031824,"03-04","mean"
"531",97.8344116885422,"03-04","mean"
"532",99.4966947429106,"03-04","mean"
"533",127.204796861875,"03-04","mean"
"534",46.3917996846856,"03-04","mean"
"535",121.930729287907,"03-04","mean"
"536",117.451638626672,"03-04","mean"
"537",166.397915489324,"03-04","mean"
"538",91.663433009904,"03-04","mean"
"539",91.3194128510935,"03-04","mean"
"540",141.823741119118,"03-04","mean"
"541",87.9147310333454,"03-04","mean"
"542",121.60526036595,"03-04","mean"
"543",134.408096051287,"03-04","mean"
"544",113.119307113551,"03-04","mean"
"545",125.927720908908,"03-04","mean"
"546",111.694397760676,"03-04","mean"
"547",115.090356224015,"03-04","mean"
"548",107.629568673566,"03-04","mean"
"549",97.6162730465891,"03-04","mean"
"550",107.716742740281,"03-04","mean"
"551",63.3174177026192,"03-04","mean"
"552",126.113439414038,"03-04","mean"
"553",118.303508181834,"03-04","mean"
"554",84.9810005070173,"03-04","mean"
"555",100.660249013042,"03-04","mean"
"556",112.015930616332,"03-04","mean"
"557",67.679402207224,"03-04","mean"
"558",139.225353274576,"03-04","mean"
"559",110.281250841672,"03-04","mean"
"560",110.596284498578,"03-04","mean"
"561",105.031829882569,"03-04","mean"
"562",108.65042158751,"03-04","mean"
"563",99.9526777086599,"03-04","mean"
"564",70.5672174891869,"03-04","mean"
"565",111.331128669211,"03-04","mean"
"566",102.494642559367,"03-04","mean"
"567",131.537963413479,"03-04","mean"
"568",121.949406257769,"03-04","mean"
"569",88.237028881075,"03-04","mean"
"570",121.982900108692,"03-04","mean"
"571",89.2040179983108,"03-04","mean"
"572",93.2440681786802,"03-04","mean"
"573",111.407756723109,"03-04","mean"
"574",92.6496377005045,"03-04","mean"
"575",101.783211668382,"03-04","mean"
"576",92.0870721592661,"03-04","mean"
"577",101.159386927241,"03-04","mean"
"578",107.803216374923,"03-04","mean"
"579",131.232780786918,"03-04","mean"
"580",98.7261858401346,"03-04","mean"
"581",57.0639817173777,"03-04","mean"
"582",70.6914915778478,"03-04","mean"
"583",89.4798361621966,"03-04","mean"
"584",81.6068050554562,"03-04","mean"
"585",144.852242253562,"03-04","mean"
"586",95.3473828671811,"03-04","mean"
"587",99.2394892276762,"03-04","mean"
"588",114.568078324452,"03-04","mean"
"589",134.39745892035,"03-04","mean"
"590",87.895652296989,"03-04","mean"
"591",131.871431734159,"03-04","mean"
"592",102.319338962266,"03-04","mean"
"593",136.358431373569,"03-04","mean"
"594",71.2841487482075,"03-04","mean"
"595",114.360232753049,"03-04","mean"
"596",177.367282404312,"03-04","mean"
"597",104.939467029965,"03-04","mean"
"598",112.340285913793,"03-04","mean"
"599",67.5157299681085,"03-04","mean"
"600",139.961898316391,"03-04","mean"
"601",85.571997007227,"03-04","mean"
"602",139.522708791565,"03-04","mean"
"603",94.3580072310395,"03-04","mean"
"604",115.768594292044,"03-04","mean"
"605",109.802139211262,"03-04","mean"
"606",118.797355314036,"03-04","mean"
"607",115.430510086712,"03-04","mean"
"608",102.474646047277,"03-04","mean"
"609",120.077215647843,"03-04","mean"
"610",91.8813218293338,"03-04","mean"
"611",100.606496221444,"03-04","mean"
"612",131.427284762412,"03-04","mean"
"613",100.047176579346,"03-04","mean"
"614",114.883825621538,"03-04","mean"
"615",118.852283801975,"03-04","mean"
"616",149.797726795947,"03-04","mean"
"617",111.564077315684,"03-04","mean"
"618",116.603968961207,"03-04","mean"
"619",89.2824533802836,"03-04","mean"
"620",107.58183277452,"03-04","mean"
"621",108.537507329673,"03-04","mean"
"622",82.0131421522842,"03-04","mean"
"623",95.9725604518024,"03-04","mean"
"624",129.620988148218,"03-04","mean"
"625",85.7310268192616,"03-04","mean"
"626",108.52150875084,"03-04","mean"
"627",127.933399124572,"03-04","mean"
"628",78.1134215318442,"03-04","mean"
"629",107.089589905604,"03-04","mean"
"630",127.133571862477,"03-04","mean"
"631",93.5386442977107,"03-04","mean"
"632",96.9650882780628,"03-04","mean"
"633",100.389388519323,"03-04","mean"
"634",114.572069114246,"03-04","mean"
"635",79.0303890261062,"03-04","mean"
"636",119.025602352218,"03-04","mean"
"637",122.212342371825,"03-04","mean"
"638",59.2849128706361,"03-04","mean"
"639",122.147907815298,"03-04","mean"
"640",100.158371830602,"03-04","mean"
"641",129.846497421754,"03-04","mean"
"642",87.9844338218522,"03-04","mean"
"643",88.5705284003104,"03-04","mean"
"644",109.700822112608,"03-04","mean"
"645",129.491417165899,"03-04","mean"
"646",128.90858888056,"03-04","mean"
"647",125.04367385094,"03-04","mean"
"648",72.2336569183303,"03-04","mean"
"649",94.9834566073598,"03-04","mean"
"650",141.188962633711,"03-04","mean"
"651",63.2222713695951,"03-04","mean"
"652",113.329390182913,"03-04","mean"
"653",124.866505714229,"03-04","mean"
"654",119.564263642906,"03-04","mean"
"655",102.536218432779,"03-04","mean"
"656",119.55849079067,"03-04","mean"
"657",97.2437973322686,"03-04","mean"
"658",141.680780644022,"03-04","mean"
"659",114.842377099241,"03-04","mean"
"660",98.8315527229976,"03-04","mean"
"661",137.119971442432,"03-04","mean"
"662",148.065683228542,"03-04","mean"
"663",106.911052318653,"03-04","mean"
"664",152.430934075275,"03-04","mean"
"665",112.808077984369,"03-04","mean"
"666",90.1454615618517,"03-04","mean"
"667",112.823986541133,"03-04","mean"
"668",89.9504661430514,"03-04","mean"
"669",122.639572129481,"03-04","mean"
"670",66.1011068078071,"03-04","mean"
"671",69.4376634269164,"03-04","mean"
"672",111.26665224942,"03-04","mean"
"673",139.929554490398,"03-04","mean"
"674",103.644218336576,"03-04","mean"
"675",124.603717724107,"03-04","mean"
"676",94.6914154225185,"03-04","mean"
"677",130.647798278189,"03-04","mean"
"678",96.1984914342621,"03-04","mean"
"679",103.589587559372,"03-04","mean"
"680",43.7651775658808,"03-04","mean"
"681",119.837275362421,"03-04","mean"
"682",114.521171551552,"03-04","mean"
"683",101.295651770875,"03-04","mean"
"684",111.053620908152,"03-04","mean"
"685",59.7252348516919,"03-04","mean"
"686",131.950986306533,"03-04","mean"
"687",121.797944629676,"03-04","mean"
"688",112.491887991384,"03-04","mean"
"689",119.363600738472,"03-04","mean"
"690",101.236313585216,"03-04","mean"
"691",125.744979149256,"03-04","mean"
"692",76.3638113574364,"03-04","mean"
"693",106.039907880486,"03-04","mean"
"694",87.5917305995057,"03-04","mean"
"695",97.7081127309979,"03-04","mean"
"696",96.2718078955046,"03-04","mean"
"697",77.6393223498086,"03-04","mean"
"698",131.412119229675,"03-04","mean"
"699",91.0696835309181,"03-04","mean"
"700",53.09691488054,"03-04","mean"
"701",115.105915234285,"03-04","mean"
"702",140.924435834516,"03-04","mean"
"703",78.2714428725644,"03-04","mean"
"704",119.469375048849,"03-04","mean"
"705",117.083394904662,"03-04","mean"
"706",125.974689736364,"03-04","mean"
"707",110.315664988788,"03-04","mean"
"708",114.590897395272,"03-04","mean"
"709",106.241566103925,"03-04","mean"
"710",104.071337088091,"03-04","mean"
"711",145.809227261517,"03-04","mean"
"712",118.964802720834,"03-04","mean"
"713",123.125870523292,"03-04","mean"
"714",127.547242757117,"03-04","mean"
"715",121.999440982817,"03-04","mean"
"716",145.174592543602,"03-04","mean"
"717",124.589702650254,"03-04","mean"
"718",134.184930685021,"03-04","mean"
"719",97.9805125058396,"03-04","mean"
"720",71.5824569166475,"03-04","mean"
"721",79.1660277641391,"03-04","mean"
"722",84.7102851321936,"03-04","mean"
"723",80.4767427998533,"03-04","mean"
"724",110.396840916674,"03-04","mean"
